SalVsCoc_CPP	SalVsCoc_NPAS4	SalVsSal	CocVsCoc
Slc35f4	0.287994080223429	0.0501426935755995	-0.235574576893803	0.00227680975402667
Slc4a4	-0.0888988967887667	0.0411599002713641	0.236730528405085	0.106671731344954
Slc8a1	0.345422386834025	0.0207920553607752	-0.551402826534583	-0.226772495061333
Slit2	-0.0628559630797982	0.0508398974352051	-0.129825015975042	-0.243520876490045
Slit3	-0.0388633926011557	0.103120889449199	0.204521092106459	0.0625368100561041
Smpd4	0.126068225303933	0.248781863865185	-0.0245265305081173	-0.147240169069369
Srrm2	0.166927839135529	-0.0488459145064799	-0.280538666130797	-0.0647649124887884
Stk31	-0.273357878023997	0.0209130575309251	0.20851628306513	-0.085754652489792
Stmn2	-0.000751291155044007	-0.202903661572928	-0.158029355421634	0.0441230149962503
Stmn3	-0.0838421827669147	-0.240962054184383	-0.443660372098901	-0.286540500681433
Stxbp6	0.0589170600163784	-0.0923180338956008	0.0556870586535183	0.206922152565498
Sugt1	-0.0545240787102278	0.0481364769264663	-0.162945291482058	-0.265605847118752
Syp	0.0680901008166163	-0.193845912832757	-0.349211727282671	-0.0872757136332974
Syt11	-0.0596648289623293	-0.4770622794366	-0.616589567574402	-0.199192117100131
Tac1	-0.193859853989987	-0.424389396745215	-0.572816158628286	-0.342286615873057
Taf1d	-0.0833223628733242	0.0225600184523329	0.246672618716392	0.140790237390735
Tagln3	0.0599152289091893	-0.0735254505601157	-0.235715056780073	-0.102274377310768
Tbc1d8	-0.0762621577043243	0.0502563776944192	0.21900960632509	0.0924910709263469
Tcf4	-0.0763043263355134	-0.0305498967779929	0.242733479738065	0.196979050180545
Tecr	0.140120563830057	-0.297350976022109	-0.507449193171839	-0.0699776533196728
Tesc	-0.103157939388416	0.0411975248397902	-0.0666187919161234	-0.21097425614433
Tgoln1	0.00784825308763002	-0.104529003721618	-0.275656340501492	-0.163279083692244
Thra	-0.0691448150221228	-0.211287880622946	-0.118851707077622	0.0232913585232013
Thsd7a	-0.115171821099407	0.0874505764997306	0.285093365851277	0.0824709682521392
Thsd7b	0.0628294759032917	-0.0409614818946233	-0.226745619448074	-0.122954661650159
Timp2	-0.0108704804360999	-0.195449388293089	-0.21155247109976	-0.0269735632427705
Timp3	0.154283532900739	0.273473699544825	-0.0412926315643828	-0.16048279820847
Tkt	0.0153120000213541	-0.0811352266655184	-0.205831237700554	-0.109384011013682
Tm9sf3	0.0235766520535738	-0.135319586716354	-0.229707315962765	-0.0708110771928376
Tmem132a	0.32339641236659	-0.0441246158329774	-0.421430555690781	-0.0539095274912132
Tmem158	-0.20668126717593	-0.303906576954492	-0.163115968030262	-0.0658906582516996
Tmem30a	-0.00528978800023217	-0.385293980669004	-0.694894060835006	-0.314889868166234
Tmem59l	0.0773421497442388	-0.0876896060092114	-0.22274317321046	-0.0577114174570098
Tmsb10	-0.189708444817887	-0.250830493989752	0.0295418817884919	0.0906639309603566
Tmsb4x	-0.0726327115311051	-0.200590807729718	-0.216720206791148	-0.0887621105925352
Tnks2	0.0199094508423685	-0.0155777492130684	-0.200208099513579	-0.164720899458142
Tomm20	-0.118478921985213	-0.291039777656604	-0.368982827227916	-0.196421971556525
Tpt1	-0.0308396472536477	-0.0958582079529658	-0.308738931116765	-0.243720370417447
Tspyl4	-0.0823551110519465	-0.189059369361463	-0.330887924377652	-0.224183666068136
Ttc3	0.0614772292370471	-0.21380096602938	-0.180509409219523	0.0947687860469046
Tuba1a	-0.030530908511904	-0.134272712874355	-0.256784344898958	-0.153042540536507
Tubb2a	-0.0161238735826431	-0.201784674430383	-0.490263845435162	-0.304603044587422
Tubb3	-0.0487078208374704	-0.124615656943626	-0.241537432868173	-0.165629596762017
Tubb5	-0.0767679863967015	-0.134629943921433	-0.332013256202913	-0.274151298678182
Ubb	-0.143381549093163	-0.415866968091183	-0.818357733634886	-0.545872314636867
Ubc	-0.0307026555754891	-0.0934493404053313	-0.28032983063702	-0.217583145807178
Ubl5	0.398834064801064	0.290600129932594	-0.315643459930757	-0.207409525062287
Ubqln2	0.00776448811538764	-0.116960469639805	-0.273617888017772	-0.148892930262579
Uchl1	0.188774832995706	-0.253548502362426	-0.267164517127774	0.175158818230358
Unc50	-0.019610042274464	-0.0284065197481565	-0.229512448385501	-0.220715970911809
Unc5d	0.247964713576444	-0.00374505585799056	-0.291904004251211	-0.0401942348167763
Uqcr10	-0.296841665783658	-0.0388706611434151	0.196501894128211	-0.061469110512032
Uqcrfs1	0.0262350999273096	-0.157127399037547	-0.288965323826887	-0.105602824862031
Uqcrq	-0.250027250160378	-0.104247698302555	0.0531795191702251	-0.0926000326875982
Usp50	0.174628894010726	0.20251020547587	-0.0709795946579993	-0.0988609061231434
Vamp2	0.00407160167105963	-0.289512961152816	-0.246358850333473	0.0472257124904031
Vdac3	0.0674328798904275	-0.171951359301711	-0.341555559253746	-0.102171320061607
Vsnl1	0.0480245765591933	-0.0504843467403177	-0.208798346575902	-0.110289423276391
Wfs1	0.00151416404638277	-0.196403103267197	-0.281496713120527	-0.0835794458069476
Xrcc6	0.211506961483897	0.284266312238891	-0.10118836042438	-0.173947711179374
Ywhab	-0.0315000216432799	-0.313436850344231	-0.282183758166132	-0.000246929465180346
Ywhah	-0.291625526436165	-0.112010244146696	-0.0878103146997121	-0.26742559698918
Zbtb20	-0.105656309679776	0.208387102281676	0.162364929344029	-0.151678482617423
Zc3h15	-0.0158492923512916	-0.0868954643060775	-0.214701236563312	-0.143655064608526
Zfhx3	-0.203163496955173	0.000680346557596634	0.174505198925948	-0.0293386445868216
Zfp804b	0.106941713877305	-0.150711400688059	-0.279208917058771	-0.0215558024934073
